REF_DATE,GEO,DGUID,Coordinate,"Population and dwelling counts (3):Population, 2021[1]",Symbol,"Population and dwelling counts (3):Total private dwellings, 2021[2]",Symbol,"Population and dwelling counts (3):Private dwellings occupied by usual residents, 2021[3]",Symbol
2021,T4L,2021A0011T4L,1364,17145,,7055,,6599,
2021,T4M,2021A0011T4M,1365,7754,,2851,,2739,
2021,T4N,2021A0011T4N,1366,30584,,15796,,14234,
2021,T4P,2021A0011T4P,1367,33759,,13583,,12855,
2021,T4R,2021A0011T4R,1368,37024,,14372,,13755,
2021,T4S,2021A0011T4S,1369,20586,,9284,,8149,
2021,T4T,2021A0011T4T,1370,13296,,5549,,5131,
2021,T4V,2021A0011T4V,1371,20160,,9281,,8670,
2021,T4X,2021A0011T4X,1372,26447,,9122,,8790,
2021,T5A,2021A0011T5A,1373,34427,,14270,,13361,
2021,T5B,2021A0011T5B,1374,15373,,8185,,7119,
2021,T5C,2021A0011T5C,1375,15937,,6558,,6099,
2021,T5E,2021A0011T5E,1376,33607,,13556,,12635,
2021,T5G,2021A0011T5G,1377,12873,,6855,,5813,
2021,T5H,2021A0011T5H,1378,25367,,16659,,13802,
2021,T5J,2021A0011T5J,1379,6288,,5654,,4013,
2021,T5K,2021A0011T5K,1380,22440,,16632,,14330,
2021,T5L,2021A0011T5L,1381,16755,,7206,,6635,
2021,T5M,2021A0011T5M,1382,15462,,7919,,7127,
2021,T5N,2021A0011T5N,1383,14713,,8006,,7166,
2021,T5P,2021A0011T5P,1384,20475,,10341,,9251,
2021,T5R,2021A0011T5R,1385,24643,,10373,,9849,
2021,T5S,2021A0011T5S,1386,7731,,3017,,2922,
2021,T5T,2021A0011T5T,1387,77839,,30147,,28883,
2021,T5V,2021A0011T5V,1388,146,,62,,58,
2021,T5W,2021A0011T5W,1389,20047,,9056,,8332,
2021,T5X,2021A0011T5X,1390,42643,,16015,,15347,
2021,T5Y,2021A0011T5Y,1391,54437,,19752,,18777,
2021,T5Z,2021A0011T5Z,1392,34199,,12095,,11655,
2021,T6A,2021A0011T6A,1393,14477,,6772,,6311,
2021,T6B,2021A0011T6B,1394,9291,,4284,,4058,
2021,T6C,2021A0011T6C,1395,20242,,10541,,9676,
2021,T6E,2021A0011T6E,1396,22893,,14444,,12539,
2021,T6G,2021A0011T6G,1397,11502,,6474,,5327,
2021,T6H,2021A0011T6H,1398,27878,,13289,,11957,
2021,T6J,2021A0011T6J,1399,45386,,19657,,18432,
2021,T6K,2021A0011T6K,1400,28047,,10871,,10236,
2021,T6L,2021A0011T6L,1401,49215,,18756,,17867,
2021,T6M,2021A0011T6M,1402,33889,,12285,,11830,
2021,T6N,2021A0011T6N,1403,28,,12,,12,
2021,T6P,2021A0011T6P,1404,1806,,867,,825,
2021,T6R,2021A0011T6R,1405,45153,,16866,,16139,
2021,T6S,2021A0011T6S,1406,23,,6,,6,
2021,T6T,2021A0011T6T,1407,48823,,14583,,14087,
2021,T6V,2021A0011T6V,1408,23107,,7492,,7239,
2021,T6W,2021A0011T6W,1409,83496,,32278,,30347,
2021,T6X,2021A0011T6X,1410,50392,,17019,,16318,
2021,T6Y,2021A0011T6Y,1411,232,,102,,95,
2021,T7A,2021A0011T7A,1412,11412,,4934,,4488,
2021,T7E,2021A0011T7E,1413,13720,,6005,,5404,
2021,T7N,2021A0011T7N,1414,7176,,3107,,2922,
2021,T7P,2021A0011T7P,1415,7183,,3306,,2988,
2021,T7S,2021A0011T7S,1416,11873,,5044,,4579,
2021,T7V,2021A0011T7V,1417,10315,,4597,,4191,
2021,T7X,2021A0011T7X,1418,47506,,18350,,17732,
2021,T7Y,2021A0011T7Y,1419,17057,,6363,,6025,
2021,T7Z,2021A0011T7Z,1420,18929,,7870,,7505,
2021,T8A,2021A0011T8A,1421,42146,,16315,,15942,
2021,T8B,2021A0011T8B,1422,7075,,2654,,2557,
2021,T8C,2021A0011T8C,1423,4406,,1601,,1550,
2021,T8E,2021A0011T8E,1424,8247,,3046,,2955,
2021,T8G,2021A0011T8G,1425,4784,,1891,,1801,
2021,T8H,2021A0011T8H,1426,31062,,12161,,11827,
2021,T8L,2021A0011T8L,1427,29258,,11748,,11207,
2021,T8N,2021A0011T8N,1428,68213,,27014,,25933,
2021,T8R,2021A0011T8R,1429,15960,,6090,,5734,
2021,T8S,2021A0011T8S,1430,7930,,3397,,2989,
2021,T8T,2021A0011T8T,1431,7283,,2530,,2379,
2021,T8V,2021A0011T8V,1432,31632,,15108,,13294,
2021,T8W,2021A0011T8W,1433,21556,,8107,,7553,
2021,T8X,2021A0011T8X,1434,24187,,9164,,8548,
2021,T9A,2021A0011T9A,1435,15093,,6665,,6142,
2021,T9C,2021A0011T9C,1436,6656,,3177,,2866,
2021,T9E,2021A0011T9E,1437,34385,,13641,,13085,
2021,T9G,2021A0011T9G,1438,6969,,2788,,2668,
2021,T9H,2021A0011T9H,1439,26075,,11899,,9860,
2021,T9J,2021A0011T9J,1440,3776,,1680,,1378,
2021,T9K,2021A0011T9K,1441,40909,,16052,,14119,
2021,T9M,2021A0011T9M,1442,18238,,7706,,7000,
2021,T9N,2021A0011T9N,1443,9439,,4101,,3651,
2021,T9S,2021A0011T9S,1444,6360,,3330,,2629,
2021,T9V,2021A0011T9V,1445,20751,,8928,,8009,
2021,T9W,2021A0011T9W,1446,8091,,3463,,3208,
2021,T9X,2021A0011T9X,1447,5403,,2579,,2237,
2021,V0A,2021A0011V0A,1448,16077,,10472,,7111,
2021,V0B,2021A0011V0B,1449,36123,,20712,,15777,
2021,V0C,2021A0011V0C,1450,26463,,12878,,10529,
2021,V0E,2021A0011V0E,1451,72013,,39107,,30989,
2021,V0G,2021A0011V0G,1452,26940,,14266,,12332,
2021,V0H,2021A0011V0H,1453,58479,,32379,,26061,
2021,V0J,2021A0011V0J,1454,51918,,24434,,21122,
2021,V0K,2021A0011V0K,1455,33615,,19913,,15435,
2021,V0L,2021A0011V0L,1456,4849,,2729,,2035,
2021,V0M,2021A0011V0M,1457,12420,,5617,,4881,
2021,V0N,2021A0011V0N,1458,71423,,39578,,31745,
2021,V0P,2021A0011V0P,1459,7335,,4590,,3540,
2021,V0R,2021A0011V0R,1460,72310,,36491,,31182,
2021,V0S,2021A0011V0S,1461,366,,420,,176,
2021,V0T,2021A0011V0T,1462,9032,,4777,,3884,
2021,V0V,2021A0011V0V,1463,1894,,945,,685,
2021,V0W,2021A0011V0W,1464,503,,539,,289,
2021,V0X,2021A0011V0X,1465,22683,,11756,,9815,
2021,V1A,2021A0011V1A,1466,9024,,4706,,3991,
2021,V1B,2021A0011V1B,1467,23425,,9993,,8931,
2021,V1C,2021A0011V1C,1468,26195,,11418,,11013,
2021,V1E,2021A0011V1E,1469,21397,,9327,,8886,
2021,V1G,2021A0011V1G,1470,15116,,7308,,6399,
2021,V1H,2021A0011V1H,1471,14999,,8036,,6692,
2021,V1J,2021A0011V1J,1472,24491,,11169,,9913,
2021,V1K,2021A0011V1K,1473,9352,,4276,,3920,
2021,V1L,2021A0011V1L,1474,17641,,8639,,7855,
2021,V1M,2021A0011V1M,1475,31417,,11591,,11274,
2021,V1N,2021A0011V1N,1476,13357,,6009,,5663,
2021,V1P,2021A0011V1P,1477,9656,,3687,,3508,
2021,V1R,2021A0011V1R,1478,10295,,5083,,4800,
2021,V1S,2021A0011V1S,1479,13262,,5189,,5029,
2021,V1T,2021A0011V1T,1480,30436,,14529,,13854,
2021,V1V,2021A0011V1V,1481,26732,,12545,,11285,
2021,V1W,2021A0011V1W,1482,38374,,16616,,15663,
2021,V1X,2021A0011V1X,1483,35151,,14825,,14181,
2021,V1Y,2021A0011V1Y,1484,39050,,21289,,19337,
2021,V1Z,2021A0011V1Z,1485,16552,,7312,,6545,
2021,V2A,2021A0011V2A,1486,40489,,20112,,18931,
2021,V2B,2021A0011V2B,1487,41642,,17582,,16867,
2021,V2C,2021A0011V2C,1488,27038,,12668,,11938,
2021,V2E,2021A0011V2E,1489,15962,,6264,,6089,
2021,V2G,2021A0011V2G,1490,18200,,8371,,7755,
2021,V2H,2021A0011V2H,1491,7060,,3142,,2998,
2021,V2J,2021A0011V2J,1492,22680,,10650,,9954,
2021,V2K,2021A0011V2K,1493,21556,,8977,,8606,
2021,V2L,2021A0011V2L,1494,10101,,5216,,4660,
2021,V2M,2021A0011V2M,1495,23763,,10807,,10237,
2021,V2N,2021A0011V2N,1496,33870,,14062,,13198,
2021,V2P,2021A0011V2P,1497,39075,,16842,,16136,
2021,V2R,2021A0011V2R,1498,55505,,22496,,21373,
2021,V2S,2021A0011V2S,1499,52492,,21544,,20716,
2021,V2T,2021A0011V2T,1500,60078,,20545,,19541,
2021,V2V,2021A0011V2V,1501,36155,,13494,,12554,
2021,V2W,2021A0011V2W,1502,23673,,7807,,7528,
2021,V2X,2021A0011V2X,1503,50279,,20632,,19957,
2021,V2Y,2021A0011V2Y,1504,46971,,17430,,16466,
2021,V2Z,2021A0011V2Z,1505,16209,,6158,,5909,
2021,V3A,2021A0011V3A,1506,46299,,19798,,18921,
2021,V3B,2021A0011V3B,1507,61396,,24786,,23865,
2021,V3C,2021A0011V3C,1508,39448,,15336,,14815,
2021,V3E,2021A0011V3E,1509,42030,,14563,,13929,
2021,V3G,2021A0011V3G,1510,26939,,9296,,8914,
2021,V3H,2021A0011V3H,1511,37339,,14946,,14394,
2021,V3J,2021A0011V3J,1512,44558,,19122,,18228,
2021,V3K,2021A0011V3K,1513,31181,,12603,,11893,
2021,V3L,2021A0011V3L,1514,30988,,14760,,14222,
2021,V3M,2021A0011V3M,1515,47927,,22977,,21877,
2021,V3N,2021A0011V3N,1516,41405,,16270,,15563,
2021,V3R,2021A0011V3R,1517,61436,,21673,,20795,
2021,V3S,2021A0011V3S,1518,104997,,33851,,32316,
2021,V3T,2021A0011V3T,1519,45514,,19589,,18442,
2021,V3V,2021A0011V3V,1520,50873,,15385,,14438,
2021,V3W,2021A0011V3W,1521,95970,,29435,,28006,
2021,V3X,2021A0011V3X,1522,33054,,10041,,9511,
2021,V3Y,2021A0011V3Y,1523,19414,,7719,,7477,
2021,V3Z,2021A0011V3Z,1524,38837,,14521,,13772,
2021,V4A,2021A0011V4A,1525,38036,,16093,,15426,
2021,V4B,2021A0011V4B,1526,21828,,11417,,10675,
2021,V4C,2021A0011V4C,1527,48434,,15940,,15079,
2021,V4E,2021A0011V4E,1528,12280,,4065,,3927,
2021,V4G,2021A0011V4G,1529,72,,34,,30,
2021,V4K,2021A0011V4K,1530,25193,,10009,,9705,
2021,V4L,2021A0011V4L,1531,7874,,3666,,3508,
2021,V4M,2021A0011V4M,1532,16805,,7090,,6726,
2021,V4N,2021A0011V4N,1533,86011,,28973,,27608,
2021,V4P,2021A0011V4P,1534,13950,,5760,,5511,
2021,V4R,2021A0011V4R,1535,17038,,5817,,5622,
2021,V4S,2021A0011V4S,1536,7922,,2738,,2642,
2021,V4T,2021A0011V4T,1537,31700,,14223,,13332,
2021,V4V,2021A0011V4V,1538,17726,,7885,,7163,
2021,V4W,2021A0011V4W,1539,21246,,7646,,7290,
2021,V4X,2021A0011V4X,1540,14365,,4394,,4178,
2021,V4Z,2021A0011V4Z,1541,5777,,2013,,1885,
2021,V5A,2021A0011V5A,1542,25403,,10445,,9726,
2021,V5B,2021A0011V5B,1543,22577,,9000,,8543,
2021,V5C,2021A0011V5C,1544,37684,,17958,,16918,
2021,V5E,2021A0011V5E,1545,26843,,11097,,10620,
2021,V5G,2021A0011V5G,1546,20137,,7673,,7257,
2021,V5H,2021A0011V5H,1547,41948,,21163,,19649,
2021,V5J,2021A0011V5J,1548,23190,,8860,,8460,
2021,V5K,2021A0011V5K,1549,23431,,9735,,9106,
2021,V5L,2021A0011V5L,1550,19473,,10855,,10240,
2021,V5M,2021A0011V5M,1551,23412,,9364,,8778,
2021,V5N,2021A0011V5N,1552,35843,,16190,,15201,
2021,V5P,2021A0011V5P,1553,31624,,11935,,11042,
2021,V5R,2021A0011V5R,1554,48150,,19741,,18623,
2021,V5S,2021A0011V5S,1555,32940,,13449,,12729,
2021,V5T,2021A0011V5T,1556,26340,,15246,,14275,
2021,V5V,2021A0011V5V,1557,24288,,10201,,9487,
2021,V5W,2021A0011V5W,1558,20828,,8397,,7844,
2021,V5X,2021A0011V5X,1559,31095,,12047,,11055,
2021,V5Y,2021A0011V5Y,1560,19032,,9795,,9121,
2021,V5Z,2021A0011V5Z,1561,24957,,12787,,12074,
2021,V6A,2021A0011V6A,1562,21062,,11864,,10895,
2021,V6B,2021A0011V6B,1563,32375,,20528,,18552,
2021,V6C,2021A0011V6C,1564,2846,,1785,,1532,
2021,V6E,2021A0011V6E,1565,27482,,18597,,16964,
2021,V6G,2021A0011V6G,1566,28013,,19683,,17887,
2021,V6H,2021A0011V6H,1567,17742,,10555,,10007,
2021,V6J,2021A0011V6J,1568,23044,,13677,,12887,
2021,V6K,2021A0011V6K,1569,27146,,14837,,13979,
2021,V6L,2021A0011V6L,1570,10563,,4143,,3904,
2021,V6M,2021A0011V6M,1571,16421,,7720,,7234,
2021,V6N,2021A0011V6N,1572,14258,,5307,,4971,
2021,V6P,2021A0011V6P,1573,33079,,14848,,14083,
2021,V6R,2021A0011V6R,1574,19170,,9195,,8394,
2021,V6S,2021A0011V6S,1575,15711,,7315,,6365,
2021,V6T,2021A0011V6T,1576,12048,,5487,,4716,
2021,V6V,2021A0011V6V,1577,11096,,3729,,3553,
2021,V6W,2021A0011V6W,1578,2439,,1213,,1152,
2021,V6X,2021A0011V6X,1579,41321,,18510,,17406,
2021,V6Y,2021A0011V6Y,1580,49221,,21619,,20688,
2021,V6Z,2021A0011V6Z,1581,20683,,12943,,11800,
2021,V7A,2021A0011V7A,1582,26533,,9410,,9037,
2021,V7B,2021A0011V7B,1583,820,,315,,304,
2021,V7C,2021A0011V7C,1584,40708,,16025,,15153,
2021,V7E,2021A0011V7E,1585,37803,,14215,,13788,
2021,V7G,2021A0011V7G,1586,11851,,4874,,4696,
2021,V7H,2021A0011V7H,1587,12430,,4690,,4562,
2021,V7J,2021A0011V7J,1588,17865,,7341,,6964,
2021,V7K,2021A0011V7K,1589,12586,,4423,,4282,
2021,V7L,2021A0011V7L,1590,29248,,14524,,13485,
2021,V7M,2021A0011V7M,1591,23086,,12285,,11632,
2021,V7N,2021A0011V7N,1592,15150,,5796,,5567,
2021,V7P,2021A0011V7P,1593,13710,,6084,,5726,
2021,V7R,2021A0011V7R,1594,15585,,5610,,5380,
2021,V7S,2021A0011V7S,1595,11141,,4286,,4010,
2021,V7T,2021A0011V7T,1596,9891,,4439,,4099,
2021,V7V,2021A0011V7V,1597,15241,,7139,,6727,
2021,V7W,2021A0011V7W,1598,8698,,3508,,3276,
2021,V7Z,2021A0011V7Z,1599,203,,210,,97,
2021,V8A,2021A0011V8A,1600,19133,,9628,,8773,
2021,V8B,2021A0011V8B,1601,17677,,7687,,7061,
2021,V8C,2021A0011V8C,1602,8236,,4381,,3604,
2021,V8E,2021A0011V8E,1603,13788,,9507,,5474,
2021,V8G,2021A0011V8G,1604,19606,,8661,,8000,
2021,V8J,2021A0011V8J,1605,12344,,5793,,5101,
2021,V8K,2021A0011V8K,1606,11635,,6105,,5120,
2021,V8L,2021A0011V8L,1607,25107,,11912,,11203,
2021,V8M,2021A0011V8M,1608,16687,,7636,,7091,
2021,V8N,2021A0011V8N,1609,26049,,10384,,9861,
2021,V8P,2021A0011V8P,1610,18418,,8211,,7812,
2021,V8R,2021A0011V8R,1611,24074,,11470,,10979,
2021,V8S,2021A0011V8S,1612,17294,,8490,,8059,
2021,V8T,2021A0011V8T,1613,21343,,11040,,10383,
2021,V8V,2021A0011V8V,1614,28430,,18156,,16894,
2021,V8W,2021A0011V8W,1615,6459,,5125,,4127,
2021,V8X,2021A0011V8X,1616,24227,,11136,,10715,
2021,V8Y,2021A0011V8Y,1617,10134,,4234,,4087,
2021,V8Z,2021A0011V8Z,1618,32137,,13046,,12606,
2021,V9A,2021A0011V9A,1619,39759,,20739,,19752,
2021,V9B,2021A0011V9B,1620,53952,,23436,,22370,
2021,V9C,2021A0011V9C,1621,27886,,10895,,10469,
2021,V9E,2021A0011V9E,1622,5341,,2187,,2102,
2021,V9G,2021A0011V9G,1623,15885,,7150,,6746,
2021,V9H,2021A0011V9H,1624,10137,,4262,,4085,
2021,V9J,2021A0011V9J,1625,9385,,4087,,3825,
2021,V9K,2021A0011V9K,1626,16688,,8530,,7634,
2021,V9L,2021A0011V9L,1627,36520,,15935,,15138,
2021,V9M,2021A0011V9M,1628,18470,,8389,,8058,
2021,V9N,2021A0011V9N,1629,32956,,15374,,14849,
2021,V9P,2021A0011V9P,1630,27708,,13858,,13097,
2021,V9R,2021A0011V9R,1631,31992,,14937,,14039,
2021,V9S,2021A0011V9S,1632,17977,,8800,,8488,
2021,V9T,2021A0011V9T,1633,36952,,16015,,15399,
2021,V9V,2021A0011V9V,1634,11300,,4762,,4623,
2021,V9W,2021A0011V9W,1635,30783,,14293,,13655,
2021,V9X,2021A0011V9X,1636,11345,,4577,,4390,
2021,V9Y,2021A0011V9Y,1637,26445,,12975,,11971,
2021,V9Z,2021A0011V9Z,1638,20131,,8841,,8267,
2021,X0A,2021A0011X0A,1639,19355,,6573,,5530,
2021,X0B,2021A0011X0B,1640,6476,,1958,,1681,
2021,X0C,2021A0011X0C,1641,11027,,3189,,2715,
2021,X0E,2021A0011X0E,1642,19798,,9021,,7308,
2021,X0G,2021A0011X0G,1643,468,,209,,170,
2021,X1A,2021A0011X1A,1644,20804,,8373,,7729,
2021,Y0A,2021A0011Y0A,1645,1657,,1023,,770,
2021,Y0B,2021A0011Y0B,1646,7481,,5066,,3640,
2021,Y1A,2021A0011Y1A,1647,31094,,13521,,12771,


